"3298";"67133";"1134";"21";"1"
"2760";"67845";"1136";"29";"1"
"4407";"71223";"1133";"220";"1"
"4347";"69372";"1133";"220";"1"
"4631";"69557";"1133";"220";"1"
"3188";"67153";"1134";"21";"1"
"269";"52355";"1134";"90";"1"
"4691";"73607";"1137";"20";"1"
"4691";"73607";"1133";"220";"1"
"3213";"66347";"1134";"90";"1"
"4646";"69850";"1133";"220";"1"
"237";"61224";"1135";"30";"1"
"3840";"62896";"1133";"220";"1"
"4390";"70358";"1134";"90";"1"
"3774";"73202";"1133";"220";"1"
"3806";"64927";"1134";"30";"1"
"2914";"69715";"1134";"90";"1"
"3806";"64927";"1133";"220";"1"
"2914";"69715";"1133";"220";"1"
"3970";"65377";"1134";"30";"1"
"4638";"54731";"1133";"220";"1"
"4547";"75029";"1133";"220";"1"
"4506";"71748";"1133";"220";"1"
"3952";"64679";"1133";"220";"1"
"2916";"64720";"1134";"21";"1"
"4551";"73069";"1133";"220";"1"
"4552";"82663";"1133";"220";"1"
"2940";"71020";"1134";"21";"1"
"3953";"67391";"1134";"21";"1"
"3457";"60408";"8038";"2788";"1"
"4554";"83016";"1133";"220";"1"
"3858";"52983";"1133";"220";"1"
"4385";"71315";"1133";"220";"1"
"3497";"68854";"1133";"220";"1"
"3814";"70916";"9004";"220";"1"
"4224";"65300";"1134";"21";"1"
"4512";"71513";"1133";"220";"1"
"3273";"64635";"1136";"29";"1"
"4509";"66407";"1133";"220";"1"
"3541";"68344";"1134";"21";"1"
"3877";"54615";"1137";"20";"1"
"3464";"57227";"1139";"20";"1"
"4556";"64848";"1133";"220";"1"
"4557";"68609";"1133";"220";"1"
"3023";"65316";"1137";"20";"1"
"4507";"87266";"1133";"220";"1"
"4507";"87266";"1139";"20";"1"
"4830";"72060";"1133";"220";"1"
"4401";"68739";"1133";"220";"1"
"2611";"86861";"1134";"30";"1"
"2611";"86861";"1133";"220";"1"
"4637";"82679";"1133";"220";"1"
"5001";"63012";"1134";"90";"1"
"3283";"67949";"9004";"220";"1"
"3892";"56175";"1134";"30";"1"
"3892";"56175";"1133";"30";"1"
"3803";"66167";"9004";"220";"1"
"5109";"53143";"1137";"20";"1"
"3742";"68563";"1134";"90";"1"
"3742";"68563";"1133";"220";"1"
"3950";"66240";"1133";"220";"1"
"2943";"67449";"9004";"220";"1"
"3498";"60328";"1133";"220";"1"
"4000";"75394";"1133";"220";"1"
"2899";"69353";"1133";"220";"1"
"3254";"65378";"1133";"220";"1"
"4644";"73118";"1133";"220";"1"
"4055";"51128";"1134";"21";"1"
"4565";"64529";"1133";"220";"1"
"3879";"52761";"1137";"20";"1"
"3360";"71692";"1134";"21";"1"
"216";"53107";"1137";"20";"1"
"3361";"67390";"1133";"220";"1"
"3963";"62232";"1134";"30";"1"
"4567";"73466";"1133";"220";"1"
"4419";"86474";"1134";"21";"1"
"2379";"52114";"1137";"20";"1"
"2379";"52114";"1133";"220";"1"
"2848";"68783";"9004";"220";"1"
"4569";"83131";"1133";"220";"1"
"4632";"71830";"1133";"220";"1"
"5046";"72767";"1138";"28";"1"
"3848";"56281";"1137";"220";"1"
"3848";"56281";"1133";"220";"1"
"5104";"51889";"1137";"20";"1"
"3778";"52686";"1137";"20";"1"
"3804";"65868";"1133";"220";"1"
"4686";"64754";"9004";"220";"1"
"4645";"68554";"1133";"220";"1"
"4640";"82788";"1135";"28";"1"
"4384";"87367";"1133";"220";"1"
"3941";"60200";"1133";"220";"1"
"4340";"73064";"1133";"220";"1"
"3001";"62520";"1133";"220";"1"
"2673";"73066";"1133";"220";"1"
"3462";"67987";"8038";"2788";"1"
"4517";"68679";"1133";"220";"1"
"3843";"63208";"1133";"220";"1"
"3860";"72472";"9004";"220";"1"
"5004";"65186";"1134";"21";"1"
"5004";"65186";"1133";"220";"1"
"3190";"65992";"9004";"220";"1"
"3961";"62732";"1133";"220";"1"
"3537";"68717";"1134";"90";"1"
"4641";"86587";"1133";"220";"1"
"4690";"55282";"1133";"220";"1"
"4748";"66998";"1133";"220";"1"
"4573";"73522";"1133";"220";"1"
"4574";"58024";"1137";"20";"1"
"3042";"64196";"1134";"21";"1"
"3043";"70185";"1134";"21";"1"
"3870";"58902";"1133";"18";"1"
"3277";"68167";"1133";"220";"1"
"3405";"70411";"1134";"90";"1"
"4411";"72273";"1133";"220";"1"
"3502";"53534";"1133";"220";"1"
"3212";"65158";"1133";"220";"1"
"4520";"67675";"1133";"18";"1"
"4818";"73336";"1134";"21";"1"
"2998";"64335";"1134";"21";"1"
"2998";"64335";"1133";"220";"1"
"4610";"60046";"1133";"220";"1"
"1650";"63557";"1137";"20";"1"
"2815";"54109";"1133";"220";"1"
"4576";"72978";"1133";"220";"1"
"4442";"67787";"1133";"220";"1"
"4577";"73370";"1133";"220";"1"
"2901";"58755";"1133";"220";"1"
"4778";"71184";"1133";"220";"1"
"5291";"73926";"1133";"220";"1"
"3799";"68506";"9004";"220";"1"
"2946";"71093";"9004";"220";"1"
"3533";"59348";"1134";"21";"1"
"4667";"68743";"1133";"220";"1"
"5292";"86791";"1134";"30";"1"
"5292";"86791";"1133";"220";"1"
"3876";"51336";"1137";"20";"1"
"3876";"51336";"1133";"220";"1"
"4778";"71184";"1134";"21";"1"
"3839";"53009";"9004";"220";"1"
"2649";"66655";"1134";"30";"1"
"4647";"66302";"1133";"220";"1"
"4779";"72621";"1135";"30";"1"
"3916";"68823";"1133";"220";"1"
"4581";"72773";"1133";"220";"1"
"3894";"69097";"1133";"220";"1"
"3800";"70877";"9004";"220";"1"
"3800";"70877";"1133";"220";"1"
"3815";"72631";"9004";"220";"1"
"3926";"52513";"1133";"220";"1"
"4534";"86868";"1133";"220";"1"
"4377";"69185";"1133";"220";"1"
"3787";"58653";"1133";"220";"1"
"4524";"70992";"1133";"220";"1"
"2676";"69525";"1134";"21";"1"
"4381";"62423";"1134";"30";"1"
"4381";"62423";"1133";"220";"1"
"4633";"68896";"1134";"21";"1"
"4633";"68896";"1133";"220";"1"
"5018";"69352";"1134";"21";"1"
"5018";"69352";"1133";"220";"1"
"4463";"55026";"1133";"220";"1"
"3278";"62590";"1134";"21";"1"
"4379";"69964";"1133";"220";"1"
"4409";"73197";"1134";"30";"1"
"3923";"70805";"1135";"30";"1"
"4589";"71445";"1133";"220";"1"
"4648";"70758";"1133";"220";"1"
"4591";"69050";"1133";"220";"1"
"4525";"71658";"1133";"220";"1"
"4592";"69070";"1133";"220";"1"
"4649";"81937";"1133";"220";"1"
"2833";"71627";"1134";"21";"1"
"3363";"71001";"1133";"220";"1"
"3819";"61608";"1133";"220";"1"
"3786";"71245";"1135";"30";"1"
"3145";"65424";"1133";"220";"1"
"3146";"70530";"1133";"220";"1"
"2394";"55684";"1134";"30";"1"
"3629";"67505";"1133";"220";"1"
"3505";"65201";"1133";"220";"1"
"3850";"59080";"1134";"30";"1"
"4594";"86244";"1134";"90";"1"
"4594";"86244";"1133";"220";"1"
"3649";"63987";"1133";"220";"1"
"4815";"66908";"1136";"29";"1"
"4815";"66908";"1133";"220";"1"
"4528";"70107";"1134";"90";"1"
